Match_ID,League,Season,Date,Time,Team_Home,Team_Away,Score_Home,Score_Away,Label_Path
england_epl_2015-02-21_Chelsea_vs_Burnley,england_epl,2014-2015,2015-02-21,18:00,Chelsea,Burnley,1,1,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2014-2015\2015-02-21 - 18-00 Chelsea 1 - 1 Burnley\Labels-v2.json
england_epl_2015-02-21_Crystal_Palace_vs_Arsenal,england_epl,2014-2015,2015-02-21,18:00,Crystal Palace,Arsenal,1,2,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2014-2015\2015-02-21 - 18-00 Crystal Palace 1 - 2 Arsenal\Labels-v2.json
england_epl_2015-02-21_Swansea_vs_Manchester_United,england_epl,2014-2015,2015-02-21,18:00,Swansea,Manchester United,2,1,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2014-2015\2015-02-21 - 18-00 Swansea 2 - 1 Manchester United\Labels-v2.json
england_epl_2015-02-22_Southampton_vs_Liverpool,england_epl,2014-2015,2015-02-22,19:15,Southampton,Liverpool,0,2,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2014-2015\2015-02-22 - 19-15 Southampton 0 - 2 Liverpool\Labels-v2.json
england_epl_2015-08-08_Chelsea_vs_Swansea,england_epl,2015-2016,2015-08-08,19:30,Chelsea,Swansea,2,2,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea\Labels-v2.json
england_epl_2015-08-29_Chelsea_vs_Crystal_Palace,england_epl,2015-2016,2015-08-29,17:00,Chelsea,Crystal Palace,1,2,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace\Labels-v2.json
england_epl_2015-08-29_Manchester_City_vs_Watford,england_epl,2015-2016,2015-08-29,17:00,Manchester City,Watford,2,0,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2015-2016\2015-08-29 - 17-00 Manchester City 2 - 0 Watford\Labels-v2.json
england_epl_2015-09-12_Everton_vs_Chelsea,england_epl,2015-2016,2015-09-12,14:45,Everton,Chelsea,3,1,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2015-2016\2015-09-12 - 14-45 Everton 3 - 1 Chelsea\Labels-v2.json
england_epl_2015-09-12_Crystal_Palace_vs_Manchester_City,england_epl,2015-2016,2015-09-12,17:00,Crystal Palace,Manchester City,0,1,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2015-2016\2015-09-12 - 17-00 Crystal Palace 0 - 1 Manchester City\Labels-v2.json
england_epl_2015-09-19_Manchester_City_vs_West_Ham,england_epl,2015-2016,2015-09-19,19:30,Manchester City,West Ham,1,2,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2015-2016\2015-09-19 - 19-30 Manchester City 1 - 2 West Ham\Labels-v2.json
england_epl_2015-09-26_Liverpool_vs_Aston_Villa,england_epl,2015-2016,2015-09-26,17:00,Liverpool,Aston Villa,3,2,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2015-2016\2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa\Labels-v2.json
england_epl_2015-10-17_Chelsea_vs_Aston_Villa,england_epl,2015-2016,2015-10-17,17:00,Chelsea,Aston Villa,2,0,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2015-2016\2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa\Labels-v2.json
england_epl_2015-10-31_Chelsea_vs_Liverpool,england_epl,2015-2016,2015-10-31,15:45,Chelsea,Liverpool,1,3,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2015-2016\2015-10-31 - 15-45 Chelsea 1 - 3 Liverpool\Labels-v2.json
england_epl_2015-11-07_Manchester_United_vs_West_Brom,england_epl,2015-2016,2015-11-07,18:00,Manchester United,West Brom,2,0,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2015-2016\2015-11-07 - 18-00 Manchester United 2 - 0 West Brom\Labels-v2.json
england_epl_2015-11-21_Manchester_City_vs_Liverpool,england_epl,2015-2016,2015-11-21,20:30,Manchester City,Liverpool,1,4,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2015-2016\2015-11-21 - 20-30 Manchester City 1 - 4 Liverpool\Labels-v2.json
england_epl_2015-11-29_Tottenham_vs_Chelsea,england_epl,2015-2016,2015-11-29,15:00,Tottenham,Chelsea,0,0,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2015-2016\2015-11-29 - 15-00 Tottenham 0 - 0 Chelsea\Labels-v2.json
england_epl_2015-12-05_Chelsea_vs_Bournemouth,england_epl,2015-2016,2015-12-05,20:30,Chelsea,Bournemouth,0,1,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2015-2016\2015-12-05 - 20-30 Chelsea 0 - 1 Bournemouth\Labels-v2.json
england_epl_2015-12-19_Chelsea_vs_Sunderland,england_epl,2015-2016,2015-12-19,18:00,Chelsea,Sunderland,3,1,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2015-2016\2015-12-19 - 18-00 Chelsea 3 - 1 Sunderland\Labels-v2.json
england_epl_2015-12-26_Manchester_City_vs_Sunderland,england_epl,2015-2016,2015-12-26,18:00,Manchester City,Sunderland,4,1,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2015-2016\2015-12-26 - 18-00 Manchester City 4 - 1 Sunderland\Labels-v2.json
england_epl_2016-01-03_Crystal_Palace_vs_Chelsea,england_epl,2015-2016,2016-01-03,16:30,Crystal Palace,Chelsea,0,3,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2015-2016\2016-01-03 - 16-30 Crystal Palace 0 - 3 Chelsea\Labels-v2.json
england_epl_2016-01-13_Chelsea_vs_West_Brom,england_epl,2015-2016,2016-01-13,22:45,Chelsea,West Brom,2,2,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2015-2016\2016-01-13 - 22-45 Chelsea 2 - 2 West Brom\Labels-v2.json
england_epl_2016-02-07_Chelsea_vs_Manchester_United,england_epl,2015-2016,2016-02-07,19:00,Chelsea,Manchester United,1,1,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2015-2016\2016-02-07 - 19-00 Chelsea 1 - 1 Manchester United\Labels-v2.json
england_epl_2016-02-14_Manchester_City_vs_Tottenham,england_epl,2015-2016,2016-02-14,19:15,Manchester City,Tottenham,1,2,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2015-2016\2016-02-14 - 19-15 Manchester City 1 - 2 Tottenham\Labels-v2.json
england_epl_2016-03-02_Liverpool_vs_Manchester_City,england_epl,2015-2016,2016-03-02,23:00,Liverpool,Manchester City,3,0,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2015-2016\2016-03-02 - 23-00 Liverpool 3 - 0 Manchester City\Labels-v2.json
england_epl_2016-03-05_Chelsea_vs_Stoke_City,england_epl,2015-2016,2016-03-05,18:00,Chelsea,Stoke City,1,1,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2015-2016\2016-03-05 - 18-00 Chelsea 1 - 1 Stoke City\Labels-v2.json
england_epl_2016-03-19_Chelsea_vs_West_Ham,england_epl,2015-2016,2016-03-19,18:00,Chelsea,West Ham,2,2,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2015-2016\2016-03-19 - 18-00 Chelsea 2 - 2 West Ham\Labels-v2.json
england_epl_2016-04-09_Swansea_vs_Chelsea,england_epl,2015-2016,2016-04-09,17:00,Swansea,Chelsea,1,0,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2015-2016\2016-04-09 - 17-00 Swansea 1 - 0 Chelsea\Labels-v2.json
england_epl_2016-04-09_Manchester_City_vs_West_Brom,england_epl,2015-2016,2016-04-09,19:30,Manchester City,West Brom,2,1,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2015-2016\2016-04-09 - 19-30 Manchester City 2 - 1 West Brom\Labels-v2.json
england_epl_2016-05-07_Sunderland_vs_Chelsea,england_epl,2015-2016,2016-05-07,17:00,Sunderland,Chelsea,3,2,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2015-2016\2016-05-07 - 17-00 Sunderland 3 - 2 Chelsea\Labels-v2.json
england_epl_2016-08-14_Arsenal_vs_Liverpool,england_epl,2016-2017,2016-08-14,18:00,Arsenal,Liverpool,3,4,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2016-2017\2016-08-14 - 18-00 Arsenal 3 - 4 Liverpool\Labels-v2.json
england_epl_2016-08-20_Burnley_vs_Liverpool,england_epl,2016-2017,2016-08-20,17:00,Burnley,Liverpool,2,0,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2016-2017\2016-08-20 - 17-00 Burnley 2 - 0 Liverpool\Labels-v2.json
england_epl_2016-08-20_Leicester_vs_Arsenal,england_epl,2016-2017,2016-08-20,19:30,Leicester,Arsenal,0,0,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2016-2017\2016-08-20 - 19-30 Leicester 0 - 0 Arsenal\Labels-v2.json
england_epl_2016-09-10_Arsenal_vs_Southampton,england_epl,2016-2017,2016-09-10,17:00,Arsenal,Southampton,2,1,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2016-2017\2016-09-10 - 17-00 Arsenal 2 - 1 Southampton\Labels-v2.json
england_epl_2016-09-16_Chelsea_vs_Liverpool,england_epl,2016-2017,2016-09-16,22:00,Chelsea,Liverpool,1,2,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2016-2017\2016-09-16 - 22-00 Chelsea 1 - 2 Liverpool\Labels-v2.json
england_epl_2016-09-17_Hull_City_vs_Arsenal,england_epl,2016-2017,2016-09-17,17:00,Hull City,Arsenal,1,4,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2016-2017\2016-09-17 - 17-00 Hull City 1 - 4 Arsenal\Labels-v2.json
england_epl_2016-09-24_Arsenal_vs_Chelsea,england_epl,2016-2017,2016-09-24,19:30,Arsenal,Chelsea,3,0,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2016-2017\2016-09-24 - 19-30 Arsenal 3 - 0 Chelsea\Labels-v2.json
england_epl_2016-10-17_Liverpool_vs_Manchester_United,england_epl,2016-2017,2016-10-17,22:00,Liverpool,Manchester United,0,0,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2016-2017\2016-10-17 - 22-00 Liverpool 0 - 0 Manchester United\Labels-v2.json
england_epl_2016-10-22_Liverpool_vs_West_Brom,england_epl,2016-2017,2016-10-22,19:30,Liverpool,West Brom,2,1,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2016-2017\2016-10-22 - 19-30 Liverpool 2 - 1 West Brom\Labels-v2.json
england_epl_2016-10-29_Sunderland_vs_Arsenal,england_epl,2016-2017,2016-10-29,14:30,Sunderland,Arsenal,1,4,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2016-2017\2016-10-29 - 14-30 Sunderland 1 - 4 Arsenal\Labels-v2.json
england_epl_2016-10-29_Tottenham_vs_Leicester,england_epl,2016-2017,2016-10-29,17:00,Tottenham,Leicester,1,1,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2016-2017\2016-10-29 - 17-00 Tottenham 1 - 1 Leicester\Labels-v2.json
england_epl_2016-11-06_Liverpool_vs_Watford,england_epl,2016-2017,2016-11-06,17:15,Liverpool,Watford,6,1,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2016-2017\2016-11-06 - 17-15 Liverpool 6 - 1 Watford\Labels-v2.json
england_epl_2016-11-06_Leicester_vs_West_Brom,england_epl,2016-2017,2016-11-06,19:30,Leicester,West Brom,1,2,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2016-2017\2016-11-06 - 19-30 Leicester 1 - 2 West Brom\Labels-v2.json
england_epl_2016-11-19_Southampton_vs_Liverpool,england_epl,2016-2017,2016-11-19,18:00,Southampton,Liverpool,0,0,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2016-2017\2016-11-19 - 18-00 Southampton 0 - 0 Liverpool\Labels-v2.json
england_epl_2016-11-26_Liverpool_vs_Sunderland,england_epl,2016-2017,2016-11-26,18:00,Liverpool,Sunderland,2,0,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2016-2017\2016-11-26 - 18-00 Liverpool 2 - 0 Sunderland\Labels-v2.json
england_epl_2016-12-10_Leicester_vs_Manchester_City,england_epl,2016-2017,2016-12-10,20:30,Leicester,Manchester City,4,2,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2016-2017\2016-12-10 - 20-30 Leicester 4 - 2 Manchester City\Labels-v2.json
england_epl_2016-12-11_Liverpool_vs_West_Ham,england_epl,2016-2017,2016-12-11,19:30,Liverpool,West Ham,2,2,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2016-2017\2016-12-11 - 19-30 Liverpool 2 - 2 West Ham\Labels-v2.json
england_epl_2016-12-14_Middlesbrough_vs_Liverpool,england_epl,2016-2017,2016-12-14,22:45,Middlesbrough,Liverpool,0,3,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2016-2017\2016-12-14 - 22-45 Middlesbrough 0 - 3 Liverpool\Labels-v2.json
england_epl_2016-12-19_Everton_vs_Liverpool,england_epl,2016-2017,2016-12-19,23:00,Everton,Liverpool,0,1,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2016-2017\2016-12-19 - 23-00 Everton 0 - 1 Liverpool\Labels-v2.json
england_epl_2016-12-27_Liverpool_vs_Stoke_City,england_epl,2016-2017,2016-12-27,20:15,Liverpool,Stoke City,4,1,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2016-2017\2016-12-27 - 20-15 Liverpool 4 - 1 Stoke City\Labels-v2.json
england_epl_2016-12-31_Liverpool_vs_Manchester_City,england_epl,2016-2017,2016-12-31,20:30,Liverpool,Manchester City,1,0,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2016-2017\2016-12-31 - 20-30 Liverpool 1 - 0 Manchester City\Labels-v2.json
england_epl_2017-01-02_Middlesbrough_vs_Leicester,england_epl,2016-2017,2017-01-02,15:30,Middlesbrough,Leicester,0,0,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2016-2017\2017-01-02 - 15-30 Middlesbrough 0 - 0 Leicester\Labels-v2.json
england_epl_2017-01-02_Sunderland_vs_Liverpool,england_epl,2016-2017,2017-01-02,18:00,Sunderland,Liverpool,2,2,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2016-2017\2017-01-02 - 18-00 Sunderland 2 - 2 Liverpool\Labels-v2.json
england_epl_2017-01-14_Leicester_vs_Chelsea,england_epl,2016-2017,2017-01-14,20:30,Leicester,Chelsea,0,3,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2016-2017\2017-01-14 - 20-30 Leicester 0 - 3 Chelsea\Labels-v2.json
england_epl_2017-01-15_Manchester_United_vs_Liverpool,england_epl,2016-2017,2017-01-15,19:00,Manchester United,Liverpool,1,1,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2016-2017\2017-01-15 - 19-00 Manchester United 1 - 1 Liverpool\Labels-v2.json
england_epl_2017-01-31_Liverpool_vs_Chelsea,england_epl,2016-2017,2017-01-31,23:00,Liverpool,Chelsea,1,1,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2016-2017\2017-01-31 - 23-00 Liverpool 1 - 1 Chelsea\Labels-v2.json
england_epl_2017-02-27_Leicester_vs_Liverpool,england_epl,2016-2017,2017-02-27,23:00,Leicester,Liverpool,3,1,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2016-2017\2017-02-27 - 23-00 Leicester 3 - 1 Liverpool\Labels-v2.json
england_epl_2017-04-26_Arsenal_vs_Leicester,england_epl,2016-2017,2017-04-26,21:45,Arsenal,Leicester,1,0,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2016-2017\2017-04-26 - 21-45 Arsenal 1 - 0 Leicester\Labels-v2.json
england_epl_2017-05-13_Manchester_City_vs_Leicester,england_epl,2016-2017,2017-05-13,14:30,Manchester City,Leicester,2,1,C:\Users\mansi\SheInnovates\SoccerNetData\england_epl\2016-2017\2017-05-13 - 14-30 Manchester City 2 - 1 Leicester\Labels-v2.json
europe_uefa-champions-league_2014-11-04_Arsenal_vs_Anderlecht,europe_uefa-champions-league,2014-2015,2014-11-04,22:45,Arsenal,Anderlecht,3,3,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2014-2015\2014-11-04 - 22-45 Arsenal 3 - 3 Anderlecht\Labels-v2.json
europe_uefa-champions-league_2014-11-04_Dortmund_vs_Galatasaray,europe_uefa-champions-league,2014-2015,2014-11-04,22:45,Dortmund,Galatasaray,4,1,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2014-2015\2014-11-04 - 22-45 Dortmund 4 - 1 Galatasaray\Labels-v2.json
europe_uefa-champions-league_2014-11-05_Bayern_Munich_vs_AS_Roma,europe_uefa-champions-league,2014-2015,2014-11-05,22:45,Bayern Munich,AS Roma,2,0,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2014-2015\2014-11-05 - 22-45 Bayern Munich 2 - 0 AS Roma\Labels-v2.json
europe_uefa-champions-league_2014-12-09_Benfica_vs_Bayer_Leverkusen,europe_uefa-champions-league,2014-2015,2014-12-09,22:45,Benfica,Bayer Leverkusen,0,0,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2014-2015\2014-12-09 - 22-45 Benfica 0 - 0 Bayer Leverkusen\Labels-v2.json
europe_uefa-champions-league_2014-12-09_Dortmund_vs_Anderlecht,europe_uefa-champions-league,2014-2015,2014-12-09,22:45,Dortmund,Anderlecht,1,1,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2014-2015\2014-12-09 - 22-45 Dortmund 1 - 1 Anderlecht\Labels-v2.json
europe_uefa-champions-league_2014-12-09_Liverpool_vs_Basel,europe_uefa-champions-league,2014-2015,2014-12-09,22:45,Liverpool,Basel,1,1,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2014-2015\2014-12-09 - 22-45 Liverpool 1 - 1 Basel\Labels-v2.json
europe_uefa-champions-league_2014-12-10_Barcelona_vs_Paris_SG,europe_uefa-champions-league,2014-2015,2014-12-10,22:45,Barcelona,Paris SG,3,1,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2014-2015\2014-12-10 - 22-45 Barcelona 3 - 1 Paris SG\Labels-v2.json
europe_uefa-champions-league_2014-12-10_Bayern_Munich_vs_CSKA_Moscow,europe_uefa-champions-league,2014-2015,2014-12-10,22:45,Bayern Munich,CSKA Moscow,3,0,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2014-2015\2014-12-10 - 22-45 Bayern Munich 3 - 0 CSKA Moscow\Labels-v2.json
europe_uefa-champions-league_2015-02-17_Paris_SG_vs_Chelsea,europe_uefa-champions-league,2014-2015,2015-02-17,22:45,Paris SG,Chelsea,1,1,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2014-2015\2015-02-17 - 22-45 Paris SG 1 - 1 Chelsea\Labels-v2.json
europe_uefa-champions-league_2015-02-17_Shakhtar_Donetsk_vs_Bayern_Munich,europe_uefa-champions-league,2014-2015,2015-02-17,22:45,Shakhtar Donetsk,Bayern Munich,0,0,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2014-2015\2015-02-17 - 22-45 Shakhtar Donetsk 0 - 0 Bayern Munich\Labels-v2.json
europe_uefa-champions-league_2015-02-18_Schalke_vs_Real_Madrid,europe_uefa-champions-league,2014-2015,2015-02-18,22:45,Schalke,Real Madrid,0,2,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2014-2015\2015-02-18 - 22-45 Schalke 0 - 2 Real Madrid\Labels-v2.json
europe_uefa-champions-league_2015-02-25_Arsenal_vs_Monaco,europe_uefa-champions-league,2014-2015,2015-02-25,22:45,Arsenal,Monaco,1,3,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2014-2015\2015-02-25 - 22-45 Arsenal 1 - 3 Monaco\Labels-v2.json
europe_uefa-champions-league_2015-02-25_Bayer_Leverkusen_vs_Atl._Madrid,europe_uefa-champions-league,2014-2015,2015-02-25,22:45,Bayer Leverkusen,Atl. Madrid,1,0,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2014-2015\2015-02-25 - 22-45 Bayer Leverkusen 1 - 0 Atl. Madrid\Labels-v2.json
europe_uefa-champions-league_2015-03-10_FC_Porto_vs_Basel,europe_uefa-champions-league,2014-2015,2015-03-10,22:45,FC Porto,Basel,4,0,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2014-2015\2015-03-10 - 22-45 FC Porto 4 - 0 Basel\Labels-v2.json
europe_uefa-champions-league_2015-03-18_Barcelona_vs_Manchester_City,europe_uefa-champions-league,2014-2015,2015-03-18,22:45,Barcelona,Manchester City,1,0,C:\Users\mansi\SheInnovates\SoccerNetData\europe_uefa-champions-league\2014-2015\2015-03-18 - 22-45 Barcelona 1 - 0 Manchester City\Labels-v2.json
